movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
7408,Jack and the Beanstalk,Children|Comedy|Fantasy,1952,Violet Radcliffe,Gene Kelly,William Fox,Chester M. Franklin,Lester Lee,Otho Lovering,Paramount Pictures,United States of America
7414,Going in Style,Comedy|Drama,1979,Maria Dizzia,Zach Braff,Donald De Line,Theodore Melfi,Rob Simonsen,Myron Kerstein,InterCom,United States of America
7419,After Hours,Comedy|Thriller,1985,Dick Miller,Martin Scorsese,Amy Robinson,Joseph Minion,Howard Shore,Thelma Schoonmaker,Netflix,United States of America
7442,Young Adam,Crime|Drama|Thriller,2003,Ewan Stewart,David Mackenzie,Jeremy Thomas,David Mackenzie,David Byrne,Colin Monie,Warner Bros.,United Kingdom
7444,13 Going on 30,Comedy|Fantasy|Romance,2004,Ward Horton,Gary Winick,Susan Arnold,Josh Goldsmith,Theodore Shapiro,Susan Littenberg,Netflix,United States of America
7445,Man on Fire,Action|Crime|Drama|Mystery|Thriller,2004,Inger Stevens,Bill D'Elia,Sol C. Siegel,Chouraqui,David Raksin,Boisson,Netflix,United States of America
7449,Godsend,Drama|Horror|Thriller,2004,Angela Pleasence,Gabrielle Beaumont,Gabrielle Beaumont,Olaf Pooley,Roger Webb,Michael Ellis,The Cannon Group,United Kingdom
7451,Mean Girls,Comedy,2004,Ely Henry,Mark Waters,Lorne Michaels,Tina Fey,Rolfe Kent,Wendy Greene Bricmont,Netflix,United States of America
7454,Van Helsing,Action|Adventure|Fantasy|Horror,2004,Erin Brown,Max Von Diesel,Bob Ducsay,John Bacchus,Alan Silvestri,Bob Ducsay,UIP-Dunafilm,United States of America
7458,Troy,Action|Adventure|Drama|War,2004,Ana Esmeralda,Zabalza,David Rimawi,Zabalza,Eliza Swenson,Ana Florit,InterCom,Spain
7459,Carandiru,Crime|Drama,2003,Sabotage,Babenco,Oscar Kramer,Fernando Bonassi,Abujamra,Mauro Alice,Sony Pictures Classics,Argentina
7475,Raid,Action|Crime|Drama|Thriller,2003,Vladimir Chuprikov,Danis Goulet,Avraham Pirchi,Ian Dickinson,Tanishk Bagchi,Jadon Gauthier,Central Partnership,Canada
7478,Swimming to Cambodia,Drama,1987,Spalding Gray,Jonathan Demme,Lewis M. Allen,Spalding Gray,Laurie Anderson,Carol Littleton,Cinecom Pictures,United States of America
7479,Watch on the Rhine,Drama,1943,Hans Mierendorff,Helene Lackner,Hal B. Wallis,Lillian Hellman,Max Steiner,Rudi Fehr,Netflix,Germany
7480,Under Fire,Drama|Thriller|War,1983,Ingrid,Clifford S. Elfelt,Javier Blanco,Andres Koppel,Roque,Cristina Pastor,UTV Motion Pictures,United States of America
7481,Enemy Mine,Adventure|Drama|Sci-Fi,1985,Herb Andress,Wolfgang Petersen,Stanley O'Toole,Barry B. Longyear,Maurice Jarre,Hannes Nikel,Netflix,Germany
7484,Gimme Shelter,Documentary,1970,Mick Taylor,Albert Maysles,Porter Bibb,Ronald Krauss,The Rolling Stones,Dozo,Roadside Attractions,United States of America
7521,Mercy,Crime|Mystery|Thriller,2000,Leah Gibson,Tony Dean Smith,Szekeres,Shuichi Hatamoto,Hetzel,Wanda Kiss,Paramount Global Content Distribution,Nigeria
7523,Desperate Hours,Crime|Drama|Thriller,1990,Dolph Sweet,Ted Kotcheff,Daniel Melnick,Camillo Bazzoni,Gianni Marchetti,Otello Colangeli,Netflix,United States of America
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1967,Francisca Tu,Lewis Gilbert,Harry Saltzman,Roald Dahl,Leslie Bricusse,Peter R. Hunt,InterCom,United Kingdom
7570,Octopussy,Action|Adventure|Thriller,1983,Kristina Wayborn,John Glen,Albert R. Broccoli,Christopher Wood,John Barry,Peter Davies,Netflix,United Kingdom
7579,Pride and Prejudice,Comedy|Drama|Romance,1940,Morfydd Clark,Burr Steers,Brian Oliver,Burr Steers,Fernando,Robert J. Kern,Screen Gems,United Kingdom
7582,Old Acquaintance,Drama,1943,Kathleen O'Malley,Vincent Sherman,Henry Blanke,John Van Druten,Franz Waxman,Terry O. Morse,Netflix,United States of America
7583,In This Our Life,Drama,1942,Edward Fielding,John Huston,David Lewis,Howard Koch,Max Steiner,William Holmes,Netflix,United States of America
7584,Woman of the Year,Comedy|Romance,1942,Julio Renato,Enrique Santos,Joseph L. Mankiewicz,John Lee Mahin,Franz Waxman,Frank Sullivan,Netflix,Argentina
7585,Summertime,Drama|Romance,1955,Yoo Teo,Carlos Estrada,Antonio Isasi-Isasmendi,Michael Idov,Ilya Demutsky,Baillehaiche,Mozinet,United States of America
7616,Body Double,Mystery|Thriller,1984,Monte Landis,Brian De Palma,Brian De Palma,Brian De Palma,Pino Donaggio,Gerald B. Greenberg,Netflix,United States of America
7618,Chaplin,Drama,1992,Raymond Jourdan,Carmen Chaplin,T. Siva,Sandro Continenza,Amresh Ganesh,P. Sai Suresh,Warner Bros.,India
7624,School Ties,Drama,1992,Andrew Lowery,Robert Mandel,Stanley R. Jaffe,Dick Wolf,Maurice Jarre,Jacqueline Cambas,Netflix,United States of America
7626,Switch,Comedy|Crime|Fantasy,1991,Park So-yi,Michel Kandinsky,Brad Krevoy,Christian Martel,Alain Auger,Geoff Klein,Filmoption International,South Korea
7636,Raising Cain,Horror|Thriller,1992,Gregg Henry,Brian De Palma,Gale Anne Hurd,Brian De Palma,Pino Donaggio,Robert Dalva,Netflix,United States of America
7638,Buck Privates,Comedy|Musical,1941,Jean Del Val,Melville W. Brown,Robert Arthur,John Grant,Walter Schumann,Philip Cahn,Universal Pictures,United States of America
7657,Versus,Action|Comedy|Fantasy|Horror,2000,Paul Asselin,Lukas Alfred Fuchs,Yury Sapronov,Bettina,Remo Anzovino,Dirk Grau,Nexo Digital,France
7669,Pride and Prejudice,Drama|Romance,1995,Morfydd Clark,Burr Steers,Brian Oliver,Burr Steers,Fernando,Robert J. Kern,Screen Gems,United Kingdom
7705,Pat and Mike,Comedy|Romance,1952,Fred Aldrich,George Cukor,Lawrence Weingarten,Garson Kanin,David Raksin,George Boemler,Netflix,United States of America
7707,He She Said,Comedy|Drama|Romance,1991,George Martin,Marisa Silver,Frank Jr.,Brian Hohlfeld,Miles Goodman,Sidney Levin,Netflix,United States of America
7713,Cat People,Drama|Horror|Romance|Thriller,1942,Erford Gage,Gunther von Fritsch,Val Lewton,DeWitt Bodeen,Roy Webb,Mark Robson,Netflix,United States of America
7714,Camelot,Drama|Musical|Romance,1967,Jill Hennessy,Larry Shaw,Mark L. Lester,Alan Jay Lerner,Frederick Loewe,Folmar Blangsted,Warner Bros.-Seven Arts,United States of America
7726,Boy Meets Girl,Comedy|Romance,1998,Alexandra Turshen,Eric Schaeffer,Eric Schaeffer,Eric Schaeffer,Matthew Puckett,William Holmes,Wolfe Video,United States of America
7727,Protocol,Comedy,1984,Dimen Zandi,Peter Ott,Timothy Burrill,Peter Ott,John Zorn,Graham Walker,HBO Films,Germany
7742,Baxter,Drama|Horror,1989,Dorothy Devore,Jack Nelson,Ariel Zeitoun,Owen Davis,Michael J. Lewis,Andrea Schumacher,Warner Bros.,United States of America
7743,Explorers,Adventure|Children|Sci-Fi,1985,Billy Barty,Jean-Claude Lubtchansky,Edward S. Feldman,Eric Luke,Jerry Goldsmith,Tina Hirsch,RKO Pictures,France
7751,Strange Cargo,Drama,1940,Kathleen Kelly,Arthur Gregor,Metro-Goldwyn-Mayer,Gerald Elliott,Franz Waxman,Robert J. Kern,Paramount Pictures,United States of America
7757,Jason and the Argonauts,Action|Adventure|Fantasy,1963,Aldo Cristiani,Don Chaffey,Charles H. Schneer,Beverley Cross,Bernard Herrmann,Maurice Rootes,Vudu,United Kingdom
7759,Nostalghia,Drama,1983,Domiziana Giordano,Andrei Tarkovsky,Daniel Toscan du Plantier,Tonino Guerra,Claude Debussy,Amedeo Salfa,Netflix,Soviet Union
7768,Guncrazy,Crime|Drama|Romance|Thriller,1992,Dick Warlock,Tamra Davis,Matthew Bright,Matthew Bright,Ed Tomney,Kevin Tent,Netflix,United States of America
7781,Twister,Comedy,1990,Helen Hunt,Lee Isaac Chung,Pat Crowley,Mark L. Smith,Herman Witkam,Michael Kahn,Warner Bros. Pictures,United States of America
7782,Sniper,Action|Drama,1993,Chad Michael Collins,Josh Sternfeld,Ruslan Mirzayev,Chris Hauty,Doniyor Agzamov,Aaron Stell,Sony Pictures Home Entertainment,Ukraine
7787,To Hell and Back,Action|Drama|War,1955,Michael Feifer,Derek Dennis Herbert,Derek Dennis Herbert,Audie Murphy,Joseph E. Gershenson,Edward Curtiss,Netflix,United States of America
7791,Internal Affairs,Crime|Thriller,1990,Arlen Dean Snyder,Mike Figgis,Frank Jr.,Henry Bean,Brian Banks,Robert Estrin,Netflix,United States of America
7808,Mayerling,Drama|Romance,1968,Brabo,Jean Delannoy,Robert Dorfmann,Jacques,Louis Beydts,Henri Rust,Netflix,France
7814,Waterloo,Action|Drama|War,1970,George Foley,Jean-Marc E. Roy,Max Schach,Bobby E.,Hansheinrich Dransmann,Alfred Roome,Bavaria Film,Canada
7817,Zardoz,Fantasy|Sci-Fi,1974,Telsche Boorman,John Boorman,John Boorman,John Boorman,David Munrow,John Merritt,Vudu,United Kingdom
7822,Mogambo,Adventure|Drama|Romance,1953,Philip Stainton,John Ford,Sam Zimbalist,Wilson Collison,Robert Burns,Frank Clarke,Netflix,United Kingdom
7833,Shadow of the Thin Man,Comedy|Crime|Mystery,1941,Oliver Blake,W. S. Van Dyke,Hunt Stromberg,Harry Kurnitz,David Snell,Robert J. Kern,Netflix,United States of America
7834,After the Thin Man,Comedy|Crime|Mystery|Romance,1936,Maude Turner Gordon,W. S. Van Dyke,Hunt Stromberg,Albert Hackett,William Axt,Robert J. Kern,Netflix,United States of America
7835,Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance,1947,Charles Sullivan,Edward Buzzell,Nat Perrin,Steve Fisher,David Snell,Gene Ruggiero,Netflix,United States of America
7836,Woodstock,Documentary|Musical,1970,Moby,Garret Price,Philip Joens,Rajiv Krishna,Anu Malik,Philip Joens,Budapest Film,United States of America
7839,Love Crazy,Comedy,1941,Nathalie Gascon,Robert,Claude Bonin,Claire Wojas,Marie Bernard,Michel Arcand,Netflix,Canada
7840,Gunga Din,Adventure|Comedy|War,1939,Reginald Sheffield,George Stevens,George Stevens,Fred Guiol,Alfred Newman,Henry Berman,Netflix,United States of America
7882,The Plague of the Zombies,Horror,1966,Michael Ripper,John Gilling,Anthony Nelson Keys,Peter Bryan,James Bernard,Chris Barnes,Netflix,United Kingdom
7883,I Walked with a Zombie,Drama|Horror,1943,James Ellison,Jacques Tourneur,Val Lewton,Curt Siodmak,Roy Webb,Mark Robson,Netflix,United States of America
7890,The Left Handed Gun,Crime|Drama|Western,1958,Lita Milan,Arthur Penn,Fred Coe,Leslie Stevens,Alexander Courage,Folmar Blangsted,Netflix,United States of America
7896,Ride the High Country,Adventure|Drama|Western,1962,Joel McCrea,Sam Peckinpah,Joel McCrea,Sam Peckinpah,George Bassman,Frank Santillo,Netflix,United States of America
7898,Junior Bonner,Comedy|Drama|Western,1972,Barbara Leigh,Sam Peckinpah,Joe Wizan,Jeb Rosebrook,Jerry Fielding,Robert L. Wolfe,Netflix,United States of America
7900,Frankenstein Must Be Destroyed,Drama|Horror|Sci-Fi,1969,Frank Middlemass,Terence Fisher,Anthony Nelson Keys,Anthony Nelson Keys,James Bernard,Gordon Hales,Vudu,United Kingdom
7916,Gidget,Comedy,1959,Cindy Carol,Paul Wendkos,Jerry Bresler,Ruth Brooks Flippen,John Williams,William Lyon,Columbia Pictures,United States of America
7917,Wild in the Streets,Drama|Horror|Sci-Fi,1968,Christopher Jones,Barry Shear,James H. Nicholson,Robert Thom,Les Baxter,Fred R. Feitshans Jr.,Netflix,United States of America
7923,Rolling Thunder,Action|Drama,1977,Linda Haynes,Martin Scorsese,Lawrence Gordon,Heywood Gould,Barry De Vorzon,Frank P. Keller,Netflix,United States of America
7934,Zelig,Comedy,1983,Marion Davies,Woody Allen,Robert Greenhut,Woody Allen,Dick Hyman,Susan E. Morse,Netflix,United States of America
7945,The Secret Passion,Drama,1962,Eileen Herlie,John Huston,Wolfgang Reinhardt,Charles Kaufman,Jerry Goldsmith,Ralph Kemplen,Universal Pictures,United States of America
7946,Reflections in a Golden Eye,Drama,1967,Ted Beniades,John Huston,John Huston,Carson McCullers,Toshiro Mayuzumi,Russell Lloyd,Warner Bros.-Seven Arts,United States of America
7951,Nightbreed,Fantasy|Horror,1990,Craig Sheffer,Clive Barker,Jon Turtle,Clive Barker,Danny Elfman,Mark Goldblatt,20th Century Studios,United Kingdom
7958,Bloody Mama,Crime|Drama,1970,Alex Nicol,Roger Corman,James H. Nicholson,Robert Thom,Don Randi,Eve Newman,Netflix,United States of America
7983,Broadway Danny Rose,Comedy,1984,Ronald Maccone,Woody Allen,Robert Greenhut,Woody Allen,Dick Hyman,Susan E. Morse,Netflix,United States of America
7984,From Beyond,Horror|Sci-Fi,1986,Nyree Dawn Porter,Kevin Connor,Milton Subotsky,Stuart Gordon,Douglas Gamley,John Ireland,Netflix,United Kingdom
7987,Dolls,Horror,1987,Geraldine Viswanathan,Ethan Coen,Tomas,Ethan Coen,Carter Burwell,Thomas,Focus Features,United States of America
7989,Not of This Earth,Sci-Fi,1988,Michael York,Terence H. Winkless,Roger Corman,R.J. Robertson,Chuck Cirino,Kevin Tent,New Concorde,United States of America
7991,Death Race 2000,Action|Sci-Fi,1975,Roberta Collins,Paul Bartel,Roger Corman,Ib Melchior,Paul Chihara,Tina Hirsch,New World Pictures,United States of America
7992,Cockfighter,Drama,1974,Patricia Pearcy,Monte Hellman,Roger Corman,Charles Willeford,Michael Franks,Lewis Teague,Netflix,United States of America
8008,Brigadoon,Fantasy|Musical|Romance,1954,Jenny Arean,Fielder Cook,Arthur Freed,Alan Jay Lerner,Frederick Loewe,Albert Akst,Nederlandse Christelijke Radio Vereniging,United States of America
8017,10 Rillington Place,Crime|Drama|Thriller,1971,Geoffrey Chater,Richard Fleischer,Martin Ransohoff,Clive Exton,John Dankworth,Ernest Walter,Netflix,United Kingdom
8033,How to Steal a Million,Comedy|Crime|Romance,1966,Charles Boyer,William Wyler,Fred Kohlmar,Harry Kurnitz,John Williams,Robert Swink,Netflix,United States of America
8037,Non-Stop,Action|Comedy|Crime,1996,John Loder,Emory Johnson,Pat Powers,Curt Siodmak,Hubert Bath,Al Barnes,Film Booking Offices of America,United States of America
8038,Manslaughter,Drama,1922,Claudette Colbert,George Abbott,Jesse Louis Lasky,George Abbott,Karl Hajos,Anne Bauchens,Paramount Pictures,United States of America
8043,Jack the Bear,Comedy|Drama,1993,Miko Hughes,Marshall Herskovitz,Bruce Gilbert,Steven Zaillian,James Horner,Steven Rosenblum,Netflix,United States of America
8044,I Am a Fugitive from a Chain Gang,Crime|Drama|Film-Noir,1932,Noel Francis,Mervyn LeRoy,Hal B. Wallis,Howard J. Green,Bernhard Kaun,William Holmes,Netflix,United States of America
8057,Sweet Bird of Youth,Drama,1962,Philip Abbott,Richard Brooks,Pandro S. Berman,Richard Brooks,Kaper,Henry Berman,Metro-Goldwyn-Mayer,United States of America
8119,Crossroads,Drama,1986,Leo Staar,Sarah Harding,Eric Clapton,Stewart Harcourt,Samuel Sim,Gaby,Netflix,United Kingdom
8126,Shock Corridor,Drama,1963,Larry Tucker,Samuel Fuller,Samuel Fuller,Samuel Fuller,Paul Dunlap,Jerome Thoms,Netflix,United States of America
8136,Indestructible Man,Crime|Horror|Sci-Fi,1956,Marian Carr,Jack Pollexfen,Jack Pollexfen,Vy Russell,Albert Glasser,Fred R. Feitshans Jr.,Monogram Pictures,United States of America
8139,Deranged,Horror|Thriller,1974,Mojica Marins,Chuck Vincent,Mojica Marins,R. F. Lucchetti,Jo Yeong-wook,Park Gok-ji,CJ,United States of America
8141,Sodom and Gomorrah,Adventure|Drama,1962,Ken Scudder,Jim Mitchell,Jim Mitchell,Hugo Butler,Mike Bloomfield,Peter Tanner,20th Century Studios,United States of America
8143,Lola,Drama,1955,Will Quadflieg,Max,Albert Caraco,Franz Geiger,Georges Auric,Madeleine Gug,Netflix,Germany
8147,Charly,Drama|Sci-Fi,1968,Heli Finkenzeller,Adam Thomas Anderegg,Steen Herdel,Karl Georg,Norbert Schultze,Friedel Buckow,Cinerama Releasing Corporation,United States of America
8148,Twice Upon a Time,Animation|Fantasy,1983,George Newbern,Thom Eberhardt,Bill,Erich,Ken Melville,Reginald Beck,Warner Bros.,United States of America
8149,the Lost Continent,Adventure|Sci-Fi,1961,Jay Novello,George Pal,George Pal,Daniel Mainwaring,Russell Garcia,Ben Lewis,Metro-Goldwyn-Mayer,United States of America
8167,Captain Blood,Action|Adventure|Romance,1935,Jean Paige,David Smith,Gordon Hollingshead,Pierre Foucaud,Vadim Khrapachov,George Amy,Vitagraph Studios,United States of America
8191,Anne of the Thousand Days,Drama,1969,Cyril Luckham,Charles Jarrott,Hal B. Wallis,Maxwell Anderson,Georges Delerue,Richard Marden,Universal Pictures,United Kingdom
8194,Baby Doll,Drama,1956,Moati,Edward Ludwig,Nina Crone,Sophie Letourneur,Kenyon Hopkins,Grete,Netflix,United States of America
8196,Beyond the Valley of the Dolls,Comedy|Horror,1970,Marianne Lutz,Russ Meyer,Eve Meyer,Russ Meyer,Stu Phillips,Russ Meyer,20th Century Studios,United States of America
8201,At Play in the Fields of the Lord,Drama,1991,Nelson Xavier,Babenco,Saul Zaentz,Vincent Patrick,Zbigniew Preisner,William M. Anderson,Universal Pictures,Brazil
8221,War of the Buttons,Adventure|Children|Drama,1994,Fred Testot,Yann Samuell,Thomas Langmann,Yann Samuell,Klaus Badelt,Sylvie Landra,Netflix,France
8225,Night of the Living Dead,Horror,1990,Allen Maldonado,James Plumb,Andrew Jones,John A. Russo,William Loose,John A. Russo,Lionsgate,United Kingdom
8227,Drums Along the Mohawk,Adventure|War|Western,1939,Lionel Pape,John Ford,Darryl F. Zanuck,William Faulkner,Alfred Newman,Robert L. Simpson,Netflix,United States of America
8232,I Love You Again,Comedy|Drama,1940,Paul Stanton,W. S. Van Dyke,Lawrence Weingarten,Charles Lederer,Franz Waxman,Gene Ruggiero,Netflix,United States of America
8236,While the City Sleeps,Drama|Film-Noir,1956,Wheeler Vivian Oakman,Jack Conway,RKO,Joseph Farnham,William Axt,Sam Zimbalist,Metro-Goldwyn-Mayer,United States of America
8239,Viridiana,Comedy|Drama,1961,Victoria Zinny,Luis,Gustavo Alatriste,Julio Alejandro,Ludwig van Beethoven,Pedro del Rey,Netflix,Mexico
8240,Totally Up,Drama,1993,Craig Gilmore,Gregg Araki,Gregg Araki,Gregg Araki,Buzz McCoy,Gregg Araki,Strand Releasing,United States of America
8256,Queen Christina,Drama|Romance,1933,Ferdinand Munier,Rouben Mamoulian,Walter Wanger,S. N. Behrman,Herbert Stothart,Blanche Sewell,Netflix,United States of America
8257,Battleground,Action|Drama|War,1949,Fritz Matthews,David A. Prior,Fritz Matthews,David A. Prior,Tim James,John Dunning,Sony Pictures Worldwide Acquisitions,United States of America
8263,Take Me Out to the Ball Game,Comedy|Musical|Romance,1949,Murray Alper,Busby Berkeley,Arthur Freed,George Wells,Roger Edens,Blanche Sewell,Netflix,United States of America
8268,Point of No Return,Action|Thriller,1993,Carmen Zapata,John Badham,Art Linson,Luc Besson,Hans Zimmer,Frank Morriss,Netflix,United States of America
8272,Cromwell,Drama,1970,Anna Cropper,Ken Hughes,Irving Allen,Ken Hughes,Frank Cordell,Bill Lenny,Netflix,United Kingdom
8275,College,Comedy,1927,Andrew E.,Al Tantay,Chris Bivins,Dr. Balakrishnan,Nick Chuba,Chip Rossetti,Christian Movies on Demand,United States of America
8290,Mitchell,Action|Crime,1975,Robert Phillips,Anne Alvergue,Phil Lord and Chris Miller,Jeff Rowe,Mark Mothersbaugh,Folmar Blangsted,Netflix,United States of America
8327,Dolls,Drama|Romance,2002,Geraldine Viswanathan,Ethan Coen,Tomas,Ethan Coen,Carter Burwell,Thomas,Focus Features,United States of America
8329,Three Came Home,Drama|War,1950,Patrick O'Moore,Jean Negulesco,Nunnally Johnson,Nunnally Johnson,Hugo Friedhofer,Dorothy Spencer,Netflix,United States of America
8335,Make Way for Tomorrow,Drama,1937,Paul Stanton,Leo McCarey,Adolph Zukor,Delmar,George Antheil,LeRoy Stone,Netflix,United States of America
8338,Black Narcissus,Drama,1947,Jenny Laird,Michael Powell,Michael Powell,Michael Powell,Brian Easdale,Reginald Mills,General Film Distributors,United Kingdom
8341,Oliver Twist,Adventure|Crime|Drama,1948,Harold Goodwin,Millard Webb,Cecil Hepworth,Ladislaus Vajda,Ray Ellis,Irene Morra,Warner Bros.,United States of America
8362,Raising Helen,Comedy|Drama|Romance,2004,Kevin Kilner,Garry Marshall,David Hoberman,Jack Amiel,John Debney,Bruce Green,Walt Disney Studios Motion Pictures,United States of America
8376,Napoleon Dynamite,Comedy,2004,Tina Majorino,Jared Hess,Chris Wyatt,Jared Hess,John Swihart,Jeremy Coon,Netflix,United States of America
8377,City of Joy,Drama,1992,Chakradhar Jena,Madeleine Gavin,Jake Eberts,Joe Eszterhas,Ennio Morricone,Gerry Hambling,Netflix,Democratic Republic of the Congo
8383,Hope Springs,Comedy|Romance,2003,Beth Lacke,Jack C. Newell,Uri Fruchtmann,Mark Herman,John Altman,Steven Weisberg,Netflix,United States of America
